Application_ID,Candidate_Name,Gender,Age,City,State,Qualification,Specialization,College_Name,Graduation_Year,Experience_Years,Previous_Company,Applied_Role,Department,Skills,Certification,Expected_Salary_LPA,Current_Salary_LPA,Notice_Period_Days,Application_Date,Interview_Score,Technical_Test_Score,Communication_Score,Status,Work_Mode,Preferred_Location
APP0100,Tarini Bhattacharyya,Female,31,Bhubaneswar,Odisha,MBA,Business Analytics,"Shah, Saxena and Rajagopalan Institute",2017,8,Infosys,Project Manager,Management,Agile;Scrum;Leadership,,8.3,4.8,30,2025-02-21,75.0,63.0,74.0,Selected,Onsite,Bhubaneswar
APP0101,Mannat Batta,Male,26,Nagpur,Maharashtra,M.Tech,AI & ML,Dada and Sons Institute,2018,7,TCS,Database Administrator,Database,Oracle;SQL Server;Backup,CEH,18.8,17.0,60,2025-10-01,,78.0,65.0,Selected,Onsite,Kochi
APP0102,Sara Kunda,Male,37,Bhubaneswar,Odisha,M.Tech,Cyber Security,Mannan-Dutta Institute,2026,0,,Cyber Security Analyst,Security,Network Security;Python;SIEM,Oracle Java,13.3,,15,2026-04-01,,,,Rejected,Remote,Jaipur
APP0103,Kaira Bobal,Female,24,Noida,Uttar Pradesh,B.E.,AI & ML,Loyal-Bhandari Institute,2018,8,IBM,QA Engineer,Testing,Selenium;Java;Manual Testing,ISTQB,4.4,2.1,30,2025-02-14,78.0,,,Selected,Hybrid,Delhi
APP0104,Jayesh Sathe,Female,26,Bangalore,Karnataka,M.Tech,Cyber Security,Shetty-Walla Institute,2015,10,LTIMindtree,Business Analyst,Business Intelligence,Excel;SQL;Analytics,Azure AI,33.6,31.4,45,2025-08-27,,83.0,63.0,Rejected,Onsite,Bangalore
APP0105,Aarna Bhagat,Male,23,Bangalore,Karnataka,BCA,Business Analytics,"Dewan, Sethi and Choudhry Institute",2022,4,Oracle,AI Engineer,AI/ML,Python;TensorFlow;NLP,ISTQB,18.1,13.1,15,2026-01-26,,,94.0,Pending,Remote,Pune
APP0106,Aaina Kala,Female,22,Kochi,Kerala,M.Tech,AI & ML,"Bains, Behl and Boase Institute",2021,5,Oracle,Project Manager,Management,Agile;Scrum;Leadership,CEH,21.8,20.2,60,2026-04-06,,67.0,91.0,Pending,Remote,Gurgaon
APP0107,Diya Sant,Male,23,Noida,Uttar Pradesh,M.Tech,Computer Science,Saran LLC Institute,2018,8,Cognizant,Cyber Security Analyst,Security,Network Security;Python;SIEM,CEH,16.3,12.0,30,2025-10-05,73.0,,82.0,Selected,Onsite,Jaipur
APP0108,Vaibhav Wali,Female,37,Ahmedabad,Gujarat,B.E.,Data Science,Andra Inc Institute,2023,2,TCS,Database Administrator,Database,Oracle;SQL Server;Backup,AWS Certified,17.9,13.2,45,2025-04-02,,65.0,82.0,Rejected,Onsite,Jaipur
APP0109,Anahi Keer,Female,21,Gurgaon,Haryana,B.E.,Data Science,Lad Inc Institute,2020,5,Infosys,Database Administrator,Database,Oracle;SQL Server;Backup,Azure AI,29.5,27.5,90,2026-02-19,82.0,77.0,67.0,Selected,Hybrid,Kolkata
APP0110,Vidur Koshy,Female,31,Ahmedabad,Gujarat,B.E.,Cyber Security,"Sridhar, Chada and Wable Institute",2023,1,Wipro,Java Developer,Software Development,Java;Spring Boot;MySQL,,5.4,2.6,90,2025-04-30,94.0,63.0,,Selected,Hybrid,Hyderabad
APP0111,Ehsaan Jain,Female,34,Hyderabad,Telangana,B.E.,Cyber Security,"Karpe, Jani and Saraf Institute",2019,5,Accenture,Java Developer,Software Development,Java;Spring Boot;MySQL,Google Data Analytics,31.3,26.7,90,2025-12-23,,,,Rejected,Remote,Kochi
APP0112,Nirvaan Jhaveri,Male,31,Bangalore,Karnataka,MBA,Information Technology,Bhatt Group Institute,2018,8,IBM,Cyber Security Analyst,Security,Network Security;Python;SIEM,ISTQB,29.0,24.3,15,2025-05-11,,86.0,84.0,Pending,Onsite,Kochi
APP0113,Aayush Chauhan,Female,30,Bangalore,Karnataka,B.Tech,Data Science,Choudhry LLC Institute,2024,1,Capgemini,Java Developer,Software Development,Java;Spring Boot;MySQL,Azure AI,24.9,21.5,60,2026-03-22,64.0,97.0,90.0,Selected,Onsite,Kolkata
APP0114,Samar Dugar,Female,35,Jaipur,Rajasthan,B.Tech,Business Analytics,"Mand, Gour and Shanker Institute",2023,3,,Cloud Engineer,Cloud,AWS;Azure;Linux,ISTQB,21.1,17.0,30,2025-07-04,,,,Rejected,Hybrid,Delhi
APP0115,Shray Sarna,Male,36,Pune,Maharashtra,BCA,Cloud Computing,"Bhattacharyya, Chanda and Choudhary Institute",2018,8,Cognizant,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,Microsoft Power BI,4.5,1.3,60,2025-07-14,,69.0,81.0,Rejected,Remote,Jaipur
APP0116,Saanvi Lad,Male,22,Indore,Madhya Pradesh,M.Sc Data Science,Computer Science,"Cheema, Bawa and Chakrabarti Institute",2026,0,,Backend Developer,Software Development,Node.js;MongoDB;APIs,CEH,26.3,,30,2026-03-06,91.0,94.0,93.0,Pending,Remote,Mumbai
APP0117,Rati Ahuja,Female,21,Jaipur,Rajasthan,B.Tech,Cyber Security,"Uppal, Chandran and Vora Institute",2026,0,,AI Engineer,AI/ML,Python;TensorFlow;NLP,Scrum Master,19.7,,45,2025-09-30,83.0,,61.0,Selected,Onsite,Kochi
APP0118,Anya Jain,Female,23,Jaipur,Rajasthan,MCA,Software Engineering,"Bora, Hayer and Bera Institute",2016,10,IBM,Database Administrator,Database,Oracle;SQL Server;Backup,,7.3,5.9,30,2026-02-12,69.0,,,Pending,Remote,Hyderabad
APP0119,Manikya Sridhar,Male,23,Ahmedabad,Gujarat,M.Tech,Software Engineering,"Bir, Rattan and Bal Institute",2017,7,Persistent,Data Analyst,Analytics,Python;Pandas;Power BI,ISTQB,27.5,26.1,90,2025-12-26,,,63.0,Selected,Onsite,Bhubaneswar
APP0120,Seher Kadakia,Male,25,Pune,Maharashtra,M.Sc Data Science,Software Engineering,"Sinha, Gulati and Chopra Institute",2023,1,Infosys,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,IBM AI,31.5,28.6,30,2025-01-09,62.0,77.0,,Pending,Remote,Kolkata
APP0121,Anvi Thakur,Male,23,Kochi,Kerala,MCA,Software Engineering,"Thakur, Tiwari and Suri Institute",2017,7,,Full Stack Developer,Web Development,React;Node.js;SQL,ISTQB,14.3,10.3,15,2025-08-12,68.0,,63.0,Pending,Hybrid,Indore
APP0122,Darshit Dhar,Female,25,Noida,Uttar Pradesh,M.Tech,AI & ML,Bail-Bains Institute,2024,1,LTIMindtree,BI Developer,Analytics,Power BI;DAX;SQL,CEH,21.1,18.6,45,2025-02-12,,,75.0,Rejected,Remote,Mumbai
APP0123,Indrans Barman,Male,23,Pune,Maharashtra,MCA,Information Technology,Keer-Sachdev Institute,2021,4,HCL,Cyber Security Analyst,Security,Network Security;Python;SIEM,,27.6,26.2,45,2025-02-22,65.0,,,Rejected,Remote,Hyderabad
APP0124,Eva Varughese,Female,36,Delhi,Delhi,B.E.,Information Technology,"Keer, Sarna and Iyer Institute",2016,10,Wipro,Full Stack Developer,Web Development,React;Node.js;SQL,CEH,26.5,23.3,45,2025-06-04,75.0,84.0,,Rejected,Hybrid,Noida
APP0125,Sahil Vasa,Female,31,Indore,Madhya Pradesh,M.Sc Data Science,Software Engineering,Gour Ltd Institute,2023,2,,Data Analyst,Analytics,Python;Pandas;Power BI,,33.3,29.4,60,2025-01-04,91.0,89.0,,Rejected,Hybrid,Kochi
APP0126,Prisha Bhatnagar,Female,28,Kochi,Kerala,MCA,Software Engineering,Bandi-Yohannan Institute,2024,1,Cognizant,AI Engineer,AI/ML,Python;TensorFlow;NLP,CEH,22.7,18.9,45,2026-01-12,,,,Selected,Onsite,Bangalore
APP0127,Adah Kar,Female,36,Kolkata,West Bengal,B.E.,Cyber Security,Suresh-Lalla Institute,2024,0,,Project Manager,Management,Agile;Scrum;Leadership,Oracle Java,27.8,,45,2026-02-24,,,78.0,Pending,Remote,Jaipur
APP0128,Siya Bava,Female,38,Delhi,Delhi,BCA,Information Technology,Andra-Thaker Institute,2025,0,,Full Stack Developer,Web Development,React;Node.js;SQL,Azure AI,34.7,,30,2026-02-09,,,94.0,Pending,Onsite,Chennai
APP0129,Parinaaz Dixit,Male,35,Nagpur,Maharashtra,MCA,Software Engineering,"Lata, Korpal and Sawhney Institute",2018,6,IBM,Java Developer,Software Development,Java;Spring Boot;MySQL,,25.0,22.4,90,2025-04-24,,66.0,,Pending,Onsite,Nagpur
APP0130,Adira Sarkar,Male,37,Chennai,Tamil Nadu,M.Tech,Cloud Computing,"Koshy, Wason and Roy Institute",2022,4,IBM,Python Developer,Software Development,Python;Django;SQL,Azure AI,13.2,8.5,60,2025-08-22,65.0,,,Pending,Onsite,Noida
APP0131,Badal Kota,Male,31,Chennai,Tamil Nadu,BCA,Software Engineering,Ratti LLC Institute,2025,1,IBM,Data Analyst,Analytics,Python;Pandas;Power BI,Oracle Java,29.1,27.6,60,2025-10-10,81.0,70.0,93.0,Pending,Remote,Nagpur
APP0132,Lavanya Karnik,Male,24,Ahmedabad,Gujarat,M.Sc Data Science,AI & ML,"Bandi, Mall and Contractor Institute",2023,3,Tech Mahindra,Database Administrator,Database,Oracle;SQL Server;Backup,ISTQB,26.9,22.4,30,2025-05-23,,84.0,73.0,Rejected,Remote,Hyderabad
APP0133,Krish Lall,Female,23,Ahmedabad,Gujarat,MBA,AI & ML,Chandran Inc Institute,2019,5,Tech Mahindra,BI Developer,Analytics,Power BI;DAX;SQL,Azure AI,13.7,11.1,30,2026-02-21,85.0,,89.0,Rejected,Remote,Nagpur
APP0134,Nayantara Som,Male,36,Chennai,Tamil Nadu,MCA,AI & ML,"Khalsa, Som and Andra Institute",2020,5,Wipro,AI Engineer,AI/ML,Python;TensorFlow;NLP,ISTQB,17.0,15.4,60,2025-10-12,,,94.0,Pending,Remote,Kochi
APP0135,Parinaaz Thakur,Male,23,Chennai,Tamil Nadu,BCA,Computer Science,"Dugar, Chaudhry and Brahmbhatt Institute",2022,4,,Python Developer,Software Development,Python;Django;SQL,Oracle Java,10.0,7.5,45,2025-09-08,,,,Selected,Hybrid,Bangalore
APP0136,Kimaya Kuruvilla,Male,35,Gurgaon,Haryana,BCA,Data Science,Sahni PLC Institute,2025,0,,Cyber Security Analyst,Security,Network Security;Python;SIEM,CEH,21.5,,15,2025-10-05,91.0,96.0,,Pending,Onsite,Indore
APP0137,Shamik Dada,Female,26,Bangalore,Karnataka,BCA,AI & ML,Rajagopalan PLC Institute,2025,0,,Cyber Security Analyst,Security,Network Security;Python;SIEM,Oracle Java,12.1,,30,2026-03-17,,67.0,,Selected,Onsite,Chennai
APP0138,Prerak Dalal,Female,22,Gurgaon,Haryana,MCA,AI & ML,Dhar and Sons Institute,2018,6,LTIMindtree,QA Engineer,Testing,Selenium;Java;Manual Testing,Google Data Analytics,9.2,4.3,30,2025-03-11,,,92.0,Selected,Onsite,Chennai
APP0139,Ranbir Devan,Female,32,Kochi,Kerala,M.Tech,Business Analytics,"Guha, Bhakta and Shere Institute",2014,10,Tech Mahindra,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,,16.2,14.6,15,2025-07-26,,,64.0,Pending,Remote,Jaipur
APP0140,Azad Yohannan,Male,36,Noida,Uttar Pradesh,M.Sc Data Science,Cloud Computing,"Sundaram, Viswanathan and Kakar Institute",2024,0,,Backend Developer,Software Development,Node.js;MongoDB;APIs,,16.3,,15,2025-06-22,,,,Selected,Remote,Ahmedabad
APP0141,Zain Chacko,Male,30,Indore,Madhya Pradesh,B.E.,Cyber Security,Karnik Inc Institute,2026,0,,Business Analyst,Business Intelligence,Excel;SQL;Analytics,,32.8,,45,2025-12-19,,89.0,87.0,Rejected,Remote,Chennai
APP0142,Khushi Dora,Male,25,Ahmedabad,Gujarat,BCA,Data Science,Badami-Mani Institute,2025,0,,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,Scrum Master,23.4,,60,2025-09-02,,65.0,60.0,Selected,Remote,Jaipur
APP0143,Yashvi Kota,Female,25,Chennai,Tamil Nadu,M.Tech,AI & ML,"Vohra, Wali and Dalal Institute",2021,3,Persistent,Data Scientist,Analytics,Python;Machine Learning;SQL,,8.1,6.8,30,2026-03-28,84.0,66.0,,Selected,Onsite,Kolkata
APP0144,Sana Seth,Male,33,Pune,Maharashtra,MCA,Software Engineering,Saran PLC Institute,2021,4,Tech Mahindra,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,Google Data Analytics,26.4,22.9,30,2025-03-13,,88.0,65.0,Rejected,Onsite,Mumbai
APP0145,Kiara Wali,Male,28,Bangalore,Karnataka,M.Tech,Software Engineering,"Halder, Sengupta and Rout Institute",2018,6,Infosys,Project Manager,Management,Agile;Scrum;Leadership,Oracle Java,26.4,24.3,60,2025-11-27,,73.0,,Pending,Onsite,Mumbai
APP0146,Divit Kala,Male,21,Gurgaon,Haryana,MCA,Data Science,Bhatia Ltd Institute,2023,2,TCS,Python Developer,Software Development,Python;Django;SQL,AWS Certified,8.1,3.7,60,2025-01-09,,94.0,90.0,Pending,Hybrid,Ahmedabad
APP0147,Purab Cheema,Male,25,Jaipur,Rajasthan,BCA,Cloud Computing,"Swaminathan, Mani and Aurora Institute",2015,10,Accenture,Product Analyst,Product,Analytics;Agile;SQL,,17.1,14.5,15,2025-09-19,94.0,77.0,79.0,Rejected,Onsite,Delhi
APP0148,Lavanya Dhingra,Male,25,Jaipur,Rajasthan,MBA,Computer Science,Kari Inc Institute,2026,0,,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,Google Data Analytics,6.7,,60,2025-03-03,87.0,89.0,79.0,Rejected,Onsite,Gurgaon
APP0149,Zoya Bora,Male,29,Indore,Madhya Pradesh,MBA,Information Technology,Master-Kari Institute,2025,0,,QA Engineer,Testing,Selenium;Java;Manual Testing,Microsoft Power BI,7.9,,60,2025-09-26,77.0,,,Pending,Hybrid,Pune
APP0150,Raghav Lala,Male,36,Noida,Uttar Pradesh,MCA,Software Engineering,"Lal, Chatterjee and Gola Institute",2024,2,Wipro,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,Google Data Analytics,11.9,10.5,15,2025-05-06,67.0,92.0,62.0,Pending,Onsite,Jaipur
APP0151,Aarna Lad,Male,37,Ahmedabad,Gujarat,B.Tech,Software Engineering,"Gala, Saran and Guha Institute",2024,1,Infosys,Database Administrator,Database,Oracle;SQL Server;Backup,Microsoft Power BI,11.7,7.0,45,2025-04-02,,,67.0,Rejected,Hybrid,Mumbai
APP0152,Vedika Zachariah,Male,25,Gurgaon,Haryana,B.Tech,Software Engineering,Bajwa-Rao Institute,2025,0,,Business Analyst,Business Intelligence,Excel;SQL;Analytics,AWS Certified,10.2,,30,2026-01-11,79.0,,91.0,Pending,Hybrid,Ahmedabad
APP0153,Hunar Anne,Male,25,Kochi,Kerala,MBA,Cyber Security,Goyal Ltd Institute,2024,2,Infosys,Python Developer,Software Development,Python;Django;SQL,AWS Certified,27.5,25.0,30,2026-05-08,79.0,73.0,,Pending,Hybrid,Jaipur
APP0154,Riya Raju,Female,29,Bhubaneswar,Odisha,M.Sc Data Science,Cloud Computing,Basak Inc Institute,2020,4,,Backend Developer,Software Development,Node.js;MongoDB;APIs,CEH,6.6,5.2,45,2025-05-02,,64.0,87.0,Rejected,Hybrid,Hyderabad
APP0155,Ahana  Korpal,Male,38,Bangalore,Karnataka,MCA,Data Science,Swaminathan-Anand Institute,2025,1,IBM,Data Analyst,Analytics,Python;Pandas;Power BI,IBM AI,28.2,24.9,60,2025-07-28,69.0,,,Rejected,Remote,Mumbai
APP0156,Amani Kala,Male,30,Nagpur,Maharashtra,MCA,AI & ML,Sankar-Bath Institute,2016,8,TCS,Cyber Security Analyst,Security,Network Security;Python;SIEM,CEH,22.7,20.8,60,2025-09-20,80.0,65.0,,Pending,Onsite,Gurgaon
APP0157,Mohanlal Mammen,Male,29,Bangalore,Karnataka,M.Sc Data Science,Information Technology,Dube-Viswanathan Institute,2022,4,TCS,Data Scientist,Analytics,Python;Machine Learning;SQL,Azure AI,28.9,27.3,30,2025-07-10,60.0,74.0,,Pending,Hybrid,Indore
APP0158,Drishya Rattan,Female,34,Nagpur,Maharashtra,B.E.,Cloud Computing,Chacko-Kashyap Institute,2015,10,Capgemini,Data Analyst,Analytics,Python;Pandas;Power BI,Google Data Analytics,7.8,3.0,45,2025-01-16,63.0,,,Rejected,Hybrid,Bhubaneswar
APP0159,Sana Kurian,Female,25,Nagpur,Maharashtra,M.Tech,Data Science,Batra Ltd Institute,2018,6,Persistent,Java Developer,Software Development,Java;Spring Boot;MySQL,Scrum Master,23.1,19.5,30,2025-05-24,,,63.0,Pending,Onsite,Indore
APP0160,Anika Deshmukh,Male,31,Pune,Maharashtra,BCA,Data Science,Chhabra Group Institute,2014,10,TCS,Full Stack Developer,Web Development,React;Node.js;SQL,IBM AI,15.1,11.9,15,2025-04-03,,,,Rejected,Onsite,Chennai
APP0161,Biju Bhandari,Male,26,Indore,Madhya Pradesh,B.E.,Cloud Computing,Bail Inc Institute,2026,0,,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,ISTQB,11.7,,90,2025-07-01,,94.0,,Selected,Onsite,Jaipur
APP0162,Yuvraj  Shan,Male,28,Chennai,Tamil Nadu,B.Tech,Business Analytics,"Warrior, Rout and Hayre Institute",2020,6,TCS,AI Engineer,AI/ML,Python;TensorFlow;NLP,ISTQB,29.9,25.7,90,2025-01-29,,,62.0,Selected,Remote,Chennai
APP0163,Keya Khalsa,Female,24,Jaipur,Rajasthan,MCA,Cyber Security,Datta-Yogi Institute,2015,10,Tech Mahindra,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,Google Data Analytics,5.8,4.2,30,2025-12-27,69.0,,,Pending,Hybrid,Indore
APP0164,Vivaan Srinivas,Female,25,Ahmedabad,Gujarat,B.E.,Computer Science,Kurian-Chhabra Institute,2018,7,LTIMindtree,BI Developer,Analytics,Power BI;DAX;SQL,,9.4,4.5,60,2026-01-11,82.0,97.0,,Pending,Remote,Nagpur
APP0165,Kaira Iyer,Male,23,Kolkata,West Bengal,M.Sc Data Science,Cloud Computing,Rau LLC Institute,2014,10,IBM,Frontend Developer,Web Development,HTML;CSS;React,AWS Certified,10.8,7.5,45,2025-06-13,91.0,81.0,,Selected,Remote,Jaipur
APP0166,Nehmat Salvi,Female,24,Mumbai,Maharashtra,M.Sc Data Science,Business Analytics,Dar-Kari Institute,2025,1,,Backend Developer,Software Development,Node.js;MongoDB;APIs,,26.3,25.1,30,2025-06-29,,,,Selected,Hybrid,Mumbai
APP0167,Mannat Bajwa,Male,31,Indore,Madhya Pradesh,BCA,Business Analytics,"Sundaram, Bhat and Bahl Institute",2025,1,LTIMindtree,Java Developer,Software Development,Java;Spring Boot;MySQL,AWS Certified,13.9,9.1,60,2025-10-08,,,70.0,Pending,Remote,Kolkata
APP0168,Kismat Bhatt,Male,22,Bhubaneswar,Odisha,M.Tech,Business Analytics,"Mall, Sen and Ramachandran Institute",2026,0,,Database Administrator,Database,Oracle;SQL Server;Backup,Google Data Analytics,7.1,,15,2025-05-02,73.0,,,Rejected,Remote,Delhi
APP0169,Saira Hans,Male,30,Mumbai,Maharashtra,M.Sc Data Science,Software Engineering,"Sani, Sathe and Shanker Institute",2017,7,IBM,Cyber Security Analyst,Security,Network Security;Python;SIEM,Microsoft Power BI,22.6,20.8,45,2026-03-09,,,,Selected,Onsite,Gurgaon
APP0170,Vaibhav Arora,Male,25,Delhi,Delhi,M.Sc Data Science,Information Technology,Dass-Thakkar Institute,2023,2,Infosys,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,,15.5,12.7,45,2025-10-16,,,,Pending,Hybrid,Indore
APP0171,Kismat Kothari,Female,22,Kolkata,West Bengal,BCA,AI & ML,Khurana PLC Institute,2021,5,Infosys,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,Microsoft Power BI,30.1,25.8,30,2025-02-10,,96.0,,Selected,Remote,Indore
APP0172,Charvi Mahajan,Female,38,Bangalore,Karnataka,M.Tech,Cloud Computing,Varma-Krishnamurthy Institute,2025,0,,AI Engineer,AI/ML,Python;TensorFlow;NLP,IBM AI,6.4,,90,2025-02-14,87.0,,80.0,Rejected,Remote,Indore
APP0173,Madhav Butala,Female,29,Jaipur,Rajasthan,M.Tech,Business Analytics,Devan-Mall Institute,2015,10,HCL,Product Analyst,Product,Analytics;Agile;SQL,,7.5,5.9,60,2026-03-26,66.0,96.0,,Selected,Remote,Hyderabad
APP0174,Zain Anand,Female,21,Delhi,Delhi,MCA,Cyber Security,Sandhu and Sons Institute,2018,6,Cognizant,AI Engineer,AI/ML,Python;TensorFlow;NLP,,25.1,22.5,60,2026-04-05,,75.0,,Pending,Onsite,Mumbai
APP0175,Tushar Madan,Male,34,Kochi,Kerala,MBA,Business Analytics,Behl-Gill Institute,2025,0,,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,Scrum Master,34.2,,45,2025-08-15,,,65.0,Selected,Onsite,Indore
APP0176,Dhruv Barad,Male,35,Nagpur,Maharashtra,B.Tech,Cloud Computing,"Brar, Chahal and Vasa Institute",2023,1,LTIMindtree,Data Analyst,Analytics,Python;Pandas;Power BI,Oracle Java,19.7,18.2,45,2025-05-08,93.0,71.0,72.0,Rejected,Hybrid,Gurgaon
APP0177,Lagan Lad,Female,23,Delhi,Delhi,MCA,Computer Science,Johal Ltd Institute,2019,7,Accenture,Data Scientist,Analytics,Python;Machine Learning;SQL,AWS Certified,11.5,8.5,30,2026-03-05,88.0,,82.0,Pending,Remote,Kochi
APP0178,Umang Varma,Female,30,Bangalore,Karnataka,MBA,Cyber Security,"Din, Lal and Rastogi Institute",2019,7,Accenture,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,CEH,12.3,9.7,45,2025-04-25,61.0,90.0,71.0,Rejected,Hybrid,Bangalore
APP0179,Arnav Walla,Male,36,Noida,Uttar Pradesh,B.Tech,Cloud Computing,Tandon LLC Institute,2017,7,Cognizant,Cyber Security Analyst,Security,Network Security;Python;SIEM,,29.6,27.0,45,2025-06-02,66.0,,,Rejected,Hybrid,Ahmedabad
APP0180,Ayesha Sachdeva,Female,34,Jaipur,Rajasthan,M.Tech,Software Engineering,"Comar, Bedi and Atwal Institute",2025,1,LTIMindtree,Cyber Security Analyst,Security,Network Security;Python;SIEM,AWS Certified,20.0,18.0,90,2025-06-01,,80.0,,Pending,Onsite,Kochi
APP0181,Shanaya Sethi,Male,36,Bangalore,Karnataka,B.E.,Cyber Security,Kumer LLC Institute,2016,8,LTIMindtree,Frontend Developer,Web Development,HTML;CSS;React,Scrum Master,10.9,7.8,30,2025-05-31,,,70.0,Pending,Hybrid,Ahmedabad
APP0182,Neelofar Sharaf,Male,23,Mumbai,Maharashtra,M.Tech,Data Science,Raja-Goda Institute,2024,2,Oracle,DevOps Engineer,Cloud,Docker;Kubernetes;CI/CD,Azure AI,27.1,24.9,60,2025-08-29,,,89.0,Pending,Hybrid,Delhi
APP0183,Tanya Garg,Male,31,Pune,Maharashtra,MBA,Computer Science,Chahal Inc Institute,2026,0,,AI Engineer,AI/ML,Python;TensorFlow;NLP,AWS Certified,14.6,,60,2025-06-20,89.0,,,Rejected,Remote,Indore
APP0184,Eva Kadakia,Female,33,Indore,Madhya Pradesh,B.Tech,Computer Science,Gala-Aurora Institute,2020,6,Oracle,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,Oracle Java,19.2,15.1,45,2026-05-10,65.0,,,Selected,Hybrid,Indore
APP0185,Gokul Singh,Female,26,Kochi,Kerala,B.Tech,Computer Science,"Biswas, Chaudhry and Shanker Institute",2025,1,Cognizant,Product Analyst,Product,Analytics;Agile;SQL,IBM AI,25.0,21.5,60,2025-07-16,75.0,,68.0,Pending,Onsite,Kolkata
APP0186,Zoya Sahota,Male,25,Gurgaon,Haryana,B.E.,Computer Science,Dubey-D’Alia Institute,2021,3,HCL,Frontend Developer,Web Development,HTML;CSS;React,Scrum Master,34.9,32.5,30,2025-04-27,,72.0,85.0,Selected,Hybrid,Jaipur
APP0187,Kavya Comar,Female,33,Ahmedabad,Gujarat,B.Tech,Cyber Security,Srinivas-Ramachandran Institute,2021,3,IBM,Java Developer,Software Development,Java;Spring Boot;MySQL,Google Data Analytics,11.9,8.8,30,2025-08-02,63.0,66.0,63.0,Pending,Onsite,Ahmedabad
APP0188,Diya Joshi,Male,36,Pune,Maharashtra,B.E.,Data Science,Sandhu-Dugal Institute,2021,3,,Cyber Security Analyst,Security,Network Security;Python;SIEM,IBM AI,7.1,4.0,90,2026-02-06,,66.0,78.0,Selected,Hybrid,Jaipur
APP0189,Yasmin Kale,Male,24,Delhi,Delhi,M.Sc Data Science,Business Analytics,Ramanathan Ltd Institute,2026,0,,Cyber Security Analyst,Security,Network Security;Python;SIEM,Google Data Analytics,21.0,,15,2025-12-10,,81.0,60.0,Pending,Remote,Jaipur
APP0190,Adira Kara,Male,30,Jaipur,Rajasthan,MCA,Cloud Computing,Ram-Borde Institute,2023,1,Accenture,Data Scientist,Analytics,Python;Machine Learning;SQL,Azure AI,11.2,6.2,15,2026-03-24,,89.0,66.0,Selected,Remote,Kochi
APP0191,Nayantara Sule,Female,35,Nagpur,Maharashtra,MCA,Software Engineering,"Thakur, Sama and Dey Institute",2023,2,LTIMindtree,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,Microsoft Power BI,31.7,26.9,60,2025-07-25,77.0,,71.0,Pending,Remote,Mumbai
APP0192,Mamooty Doshi,Male,36,Nagpur,Maharashtra,M.Tech,Information Technology,Wadhwa-Karpe Institute,2026,0,,Java Developer,Software Development,Java;Spring Boot;MySQL,CEH,16.9,,60,2026-03-18,,,82.0,Selected,Remote,Hyderabad
APP0193,Yuvraj  Singh,Female,33,Ahmedabad,Gujarat,B.E.,Computer Science,Sengupta-Krishna Institute,2024,0,,Frontend Developer,Web Development,HTML;CSS;React,AWS Certified,30.9,,30,2025-09-04,93.0,,87.0,Pending,Hybrid,Kochi
APP0194,Kiara Bala,Male,23,Noida,Uttar Pradesh,M.Tech,Business Analytics,Hayer Ltd Institute,2025,0,,Machine Learning Engineer,AI/ML,Scikit-learn;Python;Deep Learning,,13.9,,60,2025-07-26,,63.0,,Selected,Hybrid,Noida
APP0195,Kaira Chowdhury,Male,35,Chennai,Tamil Nadu,MCA,Cloud Computing,"Bora, Sundaram and Sheth Institute",2020,4,TCS,Data Scientist,Analytics,Python;Machine Learning;SQL,Oracle Java,24.3,22.9,60,2026-04-01,86.0,95.0,,Rejected,Onsite,Indore
APP0196,Anahi Sarraf,Female,24,Kolkata,West Bengal,B.Tech,AI & ML,Jaggi-Jaggi Institute,2016,8,IBM,BI Developer,Analytics,Power BI;DAX;SQL,,15.3,12.5,60,2025-10-08,66.0,,,Selected,Hybrid,Kolkata
APP0197,Sumer Mander,Female,35,Bangalore,Karnataka,MBA,AI & ML,Dhingra Ltd Institute,2025,0,,Cloud Engineer,Cloud,AWS;Azure;Linux,Microsoft Power BI,10.7,,15,2026-01-31,,,62.0,Pending,Onsite,Pune
APP0198,Sumer Ramesh,Female,34,Gurgaon,Haryana,BCA,Data Science,Keer-Ramesh Institute,2019,6,Cognizant,Database Administrator,Database,Oracle;SQL Server;Backup,CEH,32.7,28.6,45,2025-09-16,71.0,68.0,,Rejected,Hybrid,Indore
